name,address,suburb,state,postcode,type,places,rating,qa1,qa2,qa3,qa4,qa5,qa6,qa7,start_time,end_time,latitude,longitude
Keithcot Kings OSHC,5 Keithcot Farm Drive,WYNN VALE,SA,5127,OSHC_A;OSHC_B;OSHC_V,180,M,M,M,M,M,M,M,M,07:00,18:00,-34.79998718,138.67713246
Yankalilla Area School OSHC,207 Main South Road,YANKALILLA,SA,5203,OSHC_A;OSHC_V,30,M,M,M,M,X,M,M,M,,,-35.45169192,138.33127851
Brabham Offsite Early Learning OSHClub,"U 5, L 4  83-85 South Perth Esp",SOUTH PERTH,WA,6151,OSHC_A;OSHC_B,30,,,,,,,,,06:45,18:00,-31.97223013,115.85320806
Little Lion Parramatta,Shop 1  180 George St,PARRAMATTA,NSW,2150,LDC,75,,,,,,,,,07:00,18:00,-33.81433875,151.01005034
Harmony Early Education Griffin,268 BRAYS ROAD,GRIFFIN,QLD,4503,LDC,83,,,,,,,,,06:30,18:30,-27.26444812,153.03113951
Harmony Early Education Burleigh Heads,1860 Gold Coast Hwy,BURLEIGH HEADS,QLD,4220,LDC,111,,,,,,,,,06:30,18:30,-28.07996459,153.44633985
Guardian Childcare & Education Bellbowrie,117 Kangaroo Gully Rd,BELLBOWRIE,QLD,4070,LDC,83,M,M,M,M,M,M,M,M,06:30,18:30,-27.56688579,152.87575951
"St Patrick's Outside School Hours Care, St George",36 Balonne Street,ST GEORGE,QLD,4487,OSHC_A;OSHC_B;OSHC_V,45,W,M,M,W,M,M,M,M,08:00,18:00,-28.03557213,148.58600193
The Armidale School Out of School Hours Care,"The Armidale School, 87 Douglas St",ARMIDALE,NSW,2350,OSHC_A;OSHC_V,45,W,W,W,M,M,M,M,W,08:00,18:00,-30.52277067,151.67412702
Great Beginnings Yangebup,46 Yangebup Rd,YANGEBUP,WA,6164,LDC,102,,,,,,,,,06:30,18:30,-32.1265399,115.79579505
Melton Specialist School OSHC,"Melton Secondary College, 159-211 Coburns Rd",MELTON WEST,VIC,3337,OSHC_A;OSHC_V,60,,,,,,,,,09:00,18:00,-37.68142947,144.56828962
Whispering Gully Jindabyne Child Care,32 Jillamatong St,JINDABYNE,NSW,2627,LDC,92,,,,,,,,,07:00,18:00,-36.42376771,148.61093314
Yorketown Area School OSHC,1 School Rd,YORKETOWN,SA,5576,OSHC_A;OSHC_B;OSHC_V,30,,,,,,,,,07:00,18:00,-35.01314365,137.61384516
Vale Village Childcare,"The Vale Shopping Centre, Shop 6  271 Amherst Rd",CANNING VALE,WA,6155,LDC,74,W,M,M,M,M,M,W,M,06:30,18:30,-32.0896516,115.94160978
Eden Academy Thornlands,13 & 15 Ziegenfusz Road,THORNLANDS,QLD,4164,LDC,98,M,M,M,M,M,M,M,M,06:30,18:30,-27.56406115,153.26802803
The Fern Cheltenham,238 Centre Dandenong Rd,CHELTENHAM,VIC,3192,LDC;OSHC_A;OSHC_B;OSHC_V;PKS,120,,,,,,,,,06:30,18:30,-37.96925622,145.08491018
"Our Lady of the Southern Cross Outside School Hours Care, Dalby",2 Nicholson Street,DALBY,QLD,4405,OSHC_A;OSHC_B;OSHC_V,80,W,W,M,M,M,M,W,W,06:00,18:00,-27.17119265,151.26642492
Children First Early Education Fairfield,2-30 Lakeside Drive,IDALIA,QLD,4811,LDC,112,,,,,,,,,06:30,18:30,-19.31559247,146.8169361
Little Lane Early Learning Centre - Glen Iris,1597 Malvern Rd,GLEN IRIS,VIC,3146,LDC,172,,,,,,,,,06:30,18:30,-37.85413137,145.05078009
Kogan State School Kindergarten,High Street,KOGAN,QLD,4406,PKP,10,M,M,M,M,M,M,M,M,09:00,15:00,-27.04178787,150.7624786
Little Learners Place Hilbert,26 Harness St,HILBERT,WA,6112,LDC;OSHC_A;OSHC_B;OSHC_V,104,,,,,,,,,06:30,18:00,-32.17920636,115.96985754
b3 PreKindy,42 Okehampton Rd,WARNBRO,WA,6169,LDC,25,,,,,,,,,09:15,16:00,-32.33061786,115.75245011
Journey Early Learning Centre - Sale,47-49 Princes Hwy,SALE,VIC,3850,LDC,110,M,M,M,M,M,M,M,M,06:30,18:30,-38.08935471,147.0692
Parafield Airport Early Learning Centre,Lot 55 Butler Avenue,PARAFIELD GARDENS,SA,5106,LDC,130,,,,,,,,,06:30,18:30,-34.78769225,138.63749207
Bluebird Early Education Botanic Ridge,1-25S HUMMINGBIRD DR,BOTANIC RIDGE,VIC,3977,LDC,100,M,M,M,M,M,M,M,M,06:30,18:30,-38.14915201,145.29154264
Montessori Beginnings Brunswick,148-150 Nicholson St,BRUNSWICK EAST,VIC,3057,LDC,110,M,M,M,M,M,M,M,M,07:00,18:00,-37.76624982,144.98063148
Tiny Dreamers Childcare Centre,18 Tecoma Dr,GLENORIE,NSW,2157,LDC,36,,,,,,,,,07:00,18:00,-33.59998269,151.00863026
Eden Academy Glenelg,58 Cliff St,GLENELG EAST,SA,5045,LDC,118,,,,,,,,,07:00,18:00,-34.98604248,138.52883097
Kidz Galore @ UWA,"Unicare, 24 Parkway",CRAWLEY,WA,6009,LDC,122,,,,,,,,,06:30,18:30,-31.97919647,115.81595868
3C Kidz Care - Edinburgh College,"Lilydale Adventist Academy, 33-61 Edinburgh Rd",LILYDALE,VIC,3140,OSHC_A;OSHC_B;OSHC_V,30,,,,,,,,,06:45,18:00,-37.78332729,145.35139486
Warringa Park School TheirCare (Cayleys Road),10 Cayleys Rd,WERRIBEE SOUTH,VIC,3030,OSHC_A;OSHC_V,30,,,,,,,,,09:00,18:00,-37.95034638,144.68701271
Green Bird Family Day Care,24 Pasadena Cct,POINT COOK,VIC,3030,FDC,,,,,,,,,,00:00,23:59,-37.89824,144.72282233
Nido Early School Alkimos,145 Leatherback Bvd,ALKIMOS,WA,6038,LDC,92,,,,,,,,,06:30,18:30,-31.62634219,115.67799915
Starfish Early Learning Centre (Essendon),1 Melfort Ave,ESSENDON,VIC,3040,LDC,124,,,,,,,,,07:00,18:00,-37.74439816,144.92670227
Wonder Garden Early Learning Centre,"level 1, 87 O'Connor St",CHIPPENDALE,NSW,2008,LDC,90,,,,,,,,,07:30,18:00,-33.88627269,151.20150677
Camp Australia - Vasse Primary School OSHC,"Vasse Primary School, 17 Kaloorup Rd",VASSE,WA,6280,OSHC_A;OSHC_B;OSHC_V,50,,,,,,,,,06:30,18:00,-33.67938976,115.24979515
Prepare Early Education Centre Edmondson Park,16 Gellibrand Rd,EDMONDSON PARK,NSW,2174,LDC,80,,,,,,,,,07:00,18:00,-33.95504609,150.85583156
St Anne's PS North Albury TheirCare,Lowry St,NORTH ALBURY,NSW,2640,OSHC_A;OSHC_B;OSHC_V,45,,,,,,,,,06:30,18:00,-36.06059238,146.94061847
Joyful beginnings family day care,15 Windsor Cres,ALTONA NORTH,VIC,3025,FDC,,,,,,,,,,07:00,19:00,-37.84537948,144.85181749
Perfect Beginnings Montessori Children's House Holland Park,20 Monaco St,HOLLAND PARK WEST,QLD,4121,LDC,75,,,,,,,,,06:30,18:30,-27.52722424,153.05743252
After The Bell Aus- Warragul Primary School,"Warragul Primary School, 44 Bowen St",WARRAGUL,VIC,3820,OSHC_V,45,M,M,M,M,M,M,M,M,07:00,18:00,-38.15645786,145.92808234
The Riverina Anglican College TheirCare,"Riverina Anglican College, 127 Farrer Rd",BOOROOMA,NSW,2650,OSHC_A;OSHC_B;OSHC_V,20,M,M,M,M,M,M,M,M,06:30,18:00,-35.06831994,147.3647971
Monash SDS TheirCare,15-25 Academy Ave,WHEELERS HILL,VIC,3150,OSHC_A;OSHC_V,30,,,,,,,,,09:00,18:00,-37.90718454,145.16516145
South Gippsland SS TheirCare,13 Horn St,LEONGATHA,VIC,3953,OSHC_A;OSHC_V,12,,,,,,,,,09:00,18:00,-38.47809171,145.95693334
Western Autistic School TheirCare,"1 Burnley St, Western Autistic School",LAVERTON,VIC,3028,OSHC_A;OSHC_V,30,,,,,,,,,09:00,18:00,-37.85087947,144.77744838
FIRST 2 LEARN,47 Bestic St,ROCKDALE,NSW,2216,LDC,40,W,M,W,W,M,M,M,W,07:00,18:00,-33.94922429,151.14372407
ASPIRE EARLY EDUCATION and KINDERGARTEN TARNEIT (SAYERS),1 Swinnerton Rd,TARNEIT,VIC,3029,LDC,120,,,,,,,,,06:30,18:30,-37.84534577,144.66885667
Active OOSH Stockton,"Stockton Public School, 10 Clyde St",STOCKTON,NSW,2295,OSHC_A;OSHC_B;OSHC_V;PKP,101,M,M,M,M,M,M,M,M,06:30,18:00,-32.91096133,151.7810795
The Grove Academy - Denham Court,2 Unit Pl,DENHAM COURT,NSW,2565,LDC,109,,,,,,,,,07:00,18:00,-33.97442908,150.82376904
The Grove Academy - Spring Farm,34 Abidi St,SPRING FARM,NSW,2570,LDC,68,,,,,,,,,07:00,18:00,-34.0665656,150.71403457
The Grove Academy - North Wollongong,16 - 20 Belmore Street,WOLLONGONG,NSW,2500,LDC,100,,,,,,,,,07:00,18:00,-34.42235179,150.8896544
Jenny's Kindergarten & Early Learning Emerald Hills,1 Citrine St,LEPPINGTON,NSW,2179,LDC,160,,,,,,,,,07:00,18:30,-33.98674749,150.79743921
Little World Academy,142 Werribee St N,WERRIBEE,VIC,3030,LDC,92,,,,,,,,,07:00,18:30,-37.89824492,144.65079824
Kidz Mob Childers,Mungomery Street,CHILDERS,QLD,4660,OSHC_A;OSHC_B;OSHC_V,60,,,,,,,,,06:00,18:00,-25.2300337,152.28034211
Child's Play Wyndham Vale,10 Placid Way,WYNDHAM VALE,VIC,3024,LDC,130,,,,,,,,,06:30,18:30,-37.87420218,144.62036097
Coolamon Preschool Association Inc.,71 Bruce St,COOLAMON,NSW,2701,PKS,30,,,,,,,,,08:30,16:00,-34.81297739,147.20288766
Happy Hearts Childcare Centre and Kindergarten Beerwah,8 Turner Street,BEERWAH,QLD,4519,LDC,104,,,,,,,,,06:00,18:00,-26.85792079,152.9563588
Cobar Early Learning Centre,1 Brennan St,COBAR,NSW,2835,LDC,88,,,,,,,,,07:00,17:30,-31.50244077,145.83516756
Greystanes Montessori Academy,40-42 Ettalong Rd,GREYSTANES,NSW,2145,LDC,74,,,,,,,,,07:30,18:00,-33.81569616,150.9521948
Little Kindy Eglinton,25 Alexander St,EGLINTON,NSW,2795,LDC,29,M,M,M,M,M,M,M,M,06:30,18:00,-33.37843663,149.54011249
Emerson School TheirCare,"1430 Heatherton Rd, Emerson School",DANDENONG,VIC,3175,OSHC_A;OSHC_V,40,M,M,M,M,M,M,M,M,09:00,18:00,-37.96945603,145.20848203
Chapter One,14 Webber St,WILLAGEE,WA,6156,LDC,47,,,,,,,,,07:00,18:00,-32.05069247,115.79445561
Coastwide OOSH - Nords Wharf Primary School,"Nords Wharf School, 55 Marine Pde",NORDS WHARF,NSW,2281,OSHC_A;OSHC_B,25,,,,,,,,,07:00,18:00,-33.13582184,151.60510665
Portside Christian College ELC,9 - 13 Marion St,ETHELTON,SA,5015,LDC,120,,,,,,,,,07:15,18:00,-34.84786,138.49410287
Happy Hearts Child Care Centre and Kindergarten Warner,54 Warner Road,WARNER,QLD,4500,LDC,142,,,,,,,,,06:30,18:30,-27.32281319,152.95924637
Thornlie Early Learning Centre,3 Wynward Way,THORNLIE,WA,6108,LDC,41,,,,,,,,,06:30,18:00,-32.04969194,115.96049233
Hilltop Childcare Centre -  Lidcombe,17 Nottinghill Rd,LIDCOMBE,NSW,2141,LDC,48,,,,,,,,,07:00,18:00,-33.86872327,151.03941221
Pebbles Early Learning & Childcare - Kingswood,31-32 PARK AV,KINGSWOOD,NSW,2747,LDC,108,M,M,M,M,M,M,M,M,07:00,18:00,-33.75837083,150.72909804
Lake Colac School TheirCare,413 Murray St,COLAC,VIC,3250,OSHC_A;OSHC_V,15,,,,,,,,,09:00,18:00,-38.33634957,143.56617183
Diamond Valley SDS TheirCare,14-24 Brentwick Dr,GREENSBOROUGH,VIC,3088,OSHC_A;OSHC_V,30,M,M,M,M,M,M,M,M,09:00,18:00,-37.68652653,145.11134334
Little Navigators Early Learning - Everton Park,182 Old Northern Road,EVERTON PARK,QLD,4053,LDC,70,,,,,,,,,06:30,18:30,-27.38798431,152.98422981
Thrive Early Learning Centre Picton,280 Argyle St,PICTON,NSW,2571,LDC,64,,,,,,,,,07:00,18:00,-34.17871077,150.60868689
"Young Academics Early Learning Centre Mortdale, Roberts Ave",Level 2  84d Roberts Ave,MORTDALE,NSW,2223,LDC,94,,,,,,,,,07:00,18:00,-33.96854547,151.0647107
"Young Academics Early Learning Centre Yagoona, William St",224 William St,YAGOONA,NSW,2199,LDC,50,,,,,,,,,07:00,18:00,-33.90934,151.01976212
Beyond Early Learning Mount Gambier,77-87 Suttontown Rd,SUTTONTOWN,SA,5291,LDC,89,,,,,,,,,06:30,18:30,-37.80753686,140.76969218
Mini Masterminds Bexley,"8/18, Stoney Creek Rd",BEXLEY,NSW,2207,LDC,99,,,,,,,,,07:00,18:00,-33.94962612,151.125023
Building Blocks OSHC,"Mount Druitt Public School, 51 Belmore Ave",MOUNT DRUITT,NSW,2770,OSHC_A;OSHC_B;OSHC_V,55,M,M,M,M,M,M,M,M,06:30,18:30,-33.76398136,150.81244328
Little Saints,"All Saints' College Gate 1, Ewing Ave",BULL CREEK,WA,6149,LDC,97,X,M,M,X,X,X,X,M,07:00,18:00,-32.05442788,115.86450613
Helping Hands Woongarra,468 Elliott Heads Rd,WOONGARRA,QLD,4670,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,M,06:30,18:00,-24.8790774,152.40696006
Frankston Beach Sanctuary Of Early Learning,366 Nepean Hwy,FRANKSTON,VIC,3199,LDC,120,M,M,M,M,M,M,M,M,06:30,18:30,-38.13509116,145.12387755
Kids Central Early Learning Centre,79 Swan Rd,EDENSOR PARK,NSW,2176,LDC,52,M,M,M,M,M,M,M,M,07:00,18:00,-33.87716728,150.8780183
Fast and Curious Early Learning Centre,7 Bogalara Rd,OLD TOONGABBIE,NSW,2146,LDC,100,,,,,,,,,07:00,18:00,-33.79746912,150.96581865
Bluebird Early Education Glen Waverley,680 Highbury Rd,GLEN WAVERLEY,VIC,3150,LDC,105,,,,,,,,,07:00,18:30,-37.862433,145.171301
Cabonne Out of Hours School Care - Cudal,Toogong St,CUDAL,NSW,2864,OSHC_A;OSHC_V,30,,,,,,,,,07:30,18:00,-33.28788462,148.73844823
Mickleham Business One EEG PTY LTD,130 Brossard Rd,MICKLEHAM,VIC,3064,LDC,118,,,,,,,,,06:30,18:30,-37.54393707,144.89064501
Milestones Early Learning Officer (Tivendale Road Campus),27 Tivendale Rd,OFFICER,VIC,3809,LDC,110,,,,,,,,,06:30,18:30,-38.05757389,145.41031693
TeamKids - St Greg's - Queanbeyan,15 MacQuoid St,QUEANBEYAN EAST,NSW,2620,OSHC_A;OSHC_B;OSHC_V,195,M,M,M,M,M,M,M,M,06:50,18:00,-35.35256142,149.24041205
Ascot Vale Heights School TheirCare,"Ascot Vale Heights School, 1 Tasma St",ASCOT VALE,VIC,3032,OSHC_A;OSHC_V,20,,,,,,,,,09:00,18:00,-37.77674045,144.93230092
Cabonne Out of  Hours School Care - Nashdale,7 Nashdale Lane,NASHDALE,NSW,2800,OSHC_A;OSHC_V,30,,,,,,,,,08:00,18:00,-33.29417775,149.0121255
ASPIRE EARLY EDUCATION and KINDERGARTEN BEVERIDGE,2 Mallaig Dr,BEVERIDGE,VIC,3753,LDC,124,,,,,,,,,06:30,18:30,-37.47324072,144.96882224
ASPIRE EARLY EDUCATION and KINDERGARTEN DEANSIDE VILLAGE,39 Conservatory Dr,DEANSIDE,VIC,3336,LDC,142,,,,,,,,,06:30,18:30,-37.72237465,144.69797774
Ascolta Early Learning and Care Woodlands,19 Liege St,WOODLANDS,WA,6018,LDC,102,M,M,M,M,M,M,M,M,06:30,18:00,-31.90803793,115.79795742
Leapkids Ivanhoe Primary,"Ivanhoe Primary School, 124 Waterdale Rd",IVANHOE,VIC,3079,OSHC_V,90,M,M,M,M,M,M,M,M,07:00,18:00,-37.76663446,145.04298279
Bluebird Early Education Koo Wee Rup,228 Rossiter Rd,KOO WEE RUP,VIC,3981,LDC;OSHC_A;OSHC_B,72,,,,,,,,,06:00,18:00,-38.20171853,145.48549502
Kinderoos Arncliffe Preschool Campus,7-10 FIRTH ST,ARNCLIFFE,NSW,2205,LDC,40,,,,,,,,,07:30,18:00,-33.93585575,151.14686129
Inspire @ Hobartville Public School,"Hobartville Public School, 16 Valder Ave",HOBARTVILLE,NSW,2753,OSHC_A;OSHC_B;OSHC_V,84,,,,,,,,,07:00,18:00,-33.60361313,150.74228941
Kids Academy Glenmore Park,66-76 Woodlands Drive,GLENMORE PARK,NSW,2745,LDC,80,X,X,M,M,X,X,M,X,06:30,18:30,-33.79246136,150.66926465
Papilio Early Learning Hornsby,"36-38 & 38A, Northcote Road",HORNSBY,NSW,2077,LDC,90,M,M,M,M,M,M,M,M,06:30,18:30,-33.70081424,151.10786172
Kids Academy Penrith,1A Factory Road,REGENTVILLE,NSW,2745,LDC,130,M,M,M,X,M,M,X,M,06:30,18:30,-33.76682707,150.65791965
Kids Academy Preschool,12-14 Womra Crescent,GLENMORE PARK,NSW,2745,LDC,51,M,M,M,M,M,X,X,M,07:30,17:30,-33.78937774,150.67718908
Kids Academy Regentville,1 Factory Road,REGENTVILLE,NSW,2745,LDC;OSHC_A;OSHC_B;OSHC_V,145,M,M,M,M,M,M,M,M,06:30,18:30,-33.76682707,150.65791965
Kids Academy Warnervale,82-84 Mataram Road,WOONGARRAH,NSW,2259,LDC,117,M,M,M,M,M,M,M,M,06:30,18:30,-33.24283486,151.48323369
Kids Academy Woongarrah,13-17 Hiawatha Road,WOONGARRAH,NSW,2259,LDC,70,M,X,M,M,M,M,M,M,07:00,18:00,-33.24153355,151.47294931
Next Chapter Early Learning,21 Kimberley Street,ROOTY HILL,NSW,2766,LDC,55,M,M,M,M,M,M,M,M,07:00,18:00,-33.76562187,150.83648825
Kids Castle Child Care Centre,15 Copeland Street,LIVERPOOL,NSW,2170,LDC,31,W,W,W,W,W,W,W,W,07:00,18:00,-33.91847999,150.91925565
Guardian Childcare & Education George Street,"HSBC Building, Level 1 580 George Street",SYDNEY,NSW,2000,LDC;OSHC_V,85,M,M,M,M,M,M,M,M,07:00,18:30,-33.87488668,151.20708777
Little Winners Casula Pty Ltd,20 Dunrossil Avenue,CASULA,NSW,2170,LDC,35,M,M,M,M,M,M,M,M,07:00,18:00,-33.94154567,150.9086016
Gymea Bay Pre-Kindergarten,219 Gymea Bay Rd,GYMEA BAY,NSW,2227,LDC,20,M,M,M,M,M,M,M,M,08:00,17:30,-34.0479007,151.085339
LITTLE AND LOVED Early Learning Centre,329 Victoria Road,GLADESVILLE,NSW,2111,LDC,36,M,M,M,M,M,M,M,M,07:00,18:00,-33.82590721,151.12644499
SkyRocket Early Learning Centre,111 Gallipoli Street,BANKSTOWN,NSW,2200,LDC;OSHC_A;OSHC_B,32,M,M,M,M,M,M,M,M,07:00,18:00,-33.93436431,151.0190958
Kids Early Education Pre-school / LDC,60 Alice Street,AUBURN,NSW,2144,LDC,27,X,X,M,X,M,X,X,M,07:00,18:00,-33.85330431,151.02892424
Koala Kids Preschool and Early Learning Centre,37 Defoe Street,WILEY PARK,NSW,2195,LDC,16,M,M,M,M,M,M,M,M,07:00,18:00,-33.92205604,151.06302886
Kids Haven Early Learning Centre,193 Ocean Drive,KEW,NSW,2439,LDC,46,W,M,W,M,M,M,M,W,07:30,18:30,-31.6380198,152.7418371
Being Lake Haven,80 Goobarabah Drive,LAKE HAVEN,NSW,2263,LDC,39,X,M,X,X,X,X,X,M,07:00,18:00,-33.24364415,151.50345566
Kids Heaven Child Care Centre,38 Elizabeth Crescent,YAGOONA,NSW,2199,LDC,29,M,M,M,M,M,M,M,M,06:00,18:00,-33.91004208,151.01674078
Kids in the Sky,Level 1 1A Turner Road,BEROWRA HEIGHTS,NSW,2082,LDC,71,X,X,M,M,X,X,X,X,07:30,18:00,-33.61240034,151.13805502
Creative Nook Early Learning Centre,93 Saywell Road,MACQUARIE FIELDS,NSW,2564,LDC,42,W,M,W,W,W,W,M,W,06:30,18:00,-33.9925696,150.88564833
Kids Kindy 2,92 Market St,CONDELL PARK,NSW,2200,LDC,40,M,M,M,M,M,M,M,M,07:30,17:30,-33.92404632,151.02052799
Inner West Kids preschool and long day care,26 Renwick Street,MARRICKVILLE,NSW,2204,LDC,35,M,M,M,M,M,M,M,M,07:30,17:30,-33.91754444,151.15055272
Canley Heights World of Learning,25 Avoca Road,CANLEY HEIGHTS,NSW,2166,LDC,60,M,M,X,M,M,M,M,M,07:00,18:00,-33.88489206,150.9150586
Community Kids Bargo Early Education Centre,70 Avon Dam Road,BARGO,NSW,2574,LDC;OSHC_A;OSHC_B;OSHC_V,69,M,M,M,M,M,M,M,M,06:30,18:30,-34.2997336,150.58820563
Kids Korner,24 Laurina Ave,HELENSBURGH,NSW,2508,LDC,33,X,X,M,X,M,X,X,X,07:30,18:00,-34.18926983,150.97711363
Narellan World of Learning,2 Richardson Road,NARELLAN,NSW,2567,LDC,89,M,M,M,M,M,M,M,M,06:30,18:30,-34.04233028,150.73220269
Headstart Early Learning Centre Oatlands,92 Bettington Road,OATLANDS,NSW,2117,LDC,56,M,M,M,M,M,M,M,M,07:00,18:00,-33.79472442,151.02772026
Nido Early School Tuggerah,"Shop CC1 Westfield Shoppingtown, Cobbs Road",TUGGERAH,NSW,2259,LDC;OSHC_V,67,W,M,W,W,M,M,M,W,06:30,18:30,-33.30471903,151.39821354
West Ryde Early Learning Centre,87-89 Parkes Street,WEST RYDE,NSW,2114,LDC,87,M,M,M,M,M,M,M,M,07:00,18:00,-33.80708714,151.09743378
Kids Oasis,145 - 147 Wolli Street,KINGSGROVE,NSW,2208,LDC,29,X,M,X,X,M,M,X,X,07:30,17:30,-33.93939905,151.10579774
Kids Only Preschool,45 Dight Street,RICHMOND,NSW,2753,LDC,39,M,M,M,M,M,M,M,M,07:30,17:30,-33.59653974,150.7666635
Kids R Us Preschool,143 Highclere Avenue,PUNCHBOWL,NSW,2196,LDC,39,M,M,M,M,M,M,M,M,07:30,17:30,-33.91834593,151.05700694
Kids United ELC,492 Hume Highway,CASULA,NSW,2170,LDC,36,X,X,X,X,X,X,X,X,06:15,18:15,-33.9434356,150.91169616
Kids World Child Care Centre,"Kooky Child Minding Centre, 180 Lakemba Street",LAKEMBA,NSW,2195,LDC,29,M,M,M,M,M,M,M,M,06:00,18:00,-33.91846055,151.07551792
Kids World Kindy,69 Palmer Street,GUILDFORD,NSW,2161,LDC,75,M,M,M,M,M,M,M,M,07:30,17:30,-33.85002479,150.96637536
Kids World Kindy - Bomaderry,164 Princess Highway,BOMADERRY,NSW,2541,LDC,90,M,M,M,M,M,M,M,M,07:00,18:00,-34.91166133,150.60403866
Kids World Kindy Child Care Centre - Quakers Hill,226 Farnham Road,QUAKERS HILL,NSW,2763,LDC,45,M,M,M,M,M,M,M,M,07:00,17:30,-33.72811502,150.904502
Kids World Kindy Child Care Centre (Glenmore Park),10-14 Kiber Drive,GLENMORE PARK,NSW,2745,LDC,49,M,M,M,M,M,M,M,M,07:00,17:00,-33.79183463,150.68444291
Kids World Kindy Fairfield Heights Child Care Centre,134 Polding Street,SMITHFIELD,NSW,2164,LDC,28,M,M,M,M,M,M,M,M,08:00,17:30,-33.86181782,150.93998398
Kidscape Early Learning Centre Albury,57 Mountford Cres,EAST ALBURY,NSW,2640,LDC,76,W,M,M,M,W,M,M,M,06:30,18:00,-36.08345283,146.9427894
Kingsgrove World of Learning,4 Richland Street,KINGSGROVE,NSW,2208,LDC,35,M,M,M,M,M,M,M,M,07:00,18:00,-33.93738422,151.09895965
First Grammar Belmore,40 York St,BELMORE,NSW,2192,LDC,40,M,M,M,M,M,M,M,M,07:00,18:00,-33.92267041,151.08617729
Kids Discovery Prestons ELC,"188 Kurrajong Road, Next to the Prestons Public School",PRESTONS,NSW,2170,LDC;OSHC_A;OSHC_B;OSHC_V,47,M,M,M,M,M,M,M,M,07:00,18:00,-33.94553247,150.88887501
KIDZ ACADEMY PRESCHOOL CHILD CARE CENTRE,123 Old Kent Road,GREENACRE,NSW,2190,LDC,38,M,M,M,M,M,M,M,M,08:00,17:30,-33.91356022,151.05037105
Kidz Ink Long Day Care Centre,129-131 Dumaresq Street,CAMPBELLTOWN,NSW,2560,LDC,59,W,W,W,W,W,W,M,M,07:00,18:00,-34.07069578,150.81491776
A Dragons Tale Early Education Centre,17 Beattie Street,TEMORA,NSW,2666,LDC;OSHC_A;OSHC_B;OSHC_V,46,W,W,M,W,M,M,M,W,07:00,18:00,-34.43541046,147.5325671
Kidz on Regent Childcare Centre,38-40 Regent Street,REGENTS PARK,NSW,2143,LDC,39,M,M,M,M,M,M,M,M,07:00,17:30,-33.87888772,151.02653686
Kidz On The Avenue,84 The Avenue,HURSTVILLE,NSW,2220,LDC,39,M,M,M,M,M,M,M,M,07:30,18:00,-33.9612286,151.10317624
Kidz Place Early Learning Centre,119 Old Northern Road,BAULKHAM HILLS,NSW,2153,LDC,45,M,M,M,M,M,M,M,M,07:00,18:30,-33.75063706,150.9946019
Ignite Early Learning Centre Macquarie Fields,13 Fourth Avenue,MACQUARIE FIELDS,NSW,2564,LDC;OSHC_A;OSHC_B;OSHC_V,38,W,W,M,M,M,M,W,W,07:00,18:30,-33.99378024,150.89021031
"Young Academics Early Learning Centre Kellyville, Redden Dr",34-36 Poole Road,KELLYVILLE,NSW,2155,LDC,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.70723723,150.94937882
Handprints Killara,"Killara Public School, 1 Ridgeland Avenue",KILLARA,NSW,2071,LDC,58,M,X,M,M,X,M,M,M,07:00,18:00,-33.76548992,151.14831493
Daystars Killara,18 Fiddens Wharf Rd,KILLARA,NSW,2071,LDC,43,M,M,M,M,M,M,M,M,07:00,18:00,-33.77156884,151.15821377
Killarney Vale Preschool,"Killarney Vale Pre School, 50 Adelaide Street",TUMBI UMBI,NSW,2261,PKS,40,X,X,X,X,X,X,X,X,08:15,15:45,-33.36187881,151.44945205
Playbright Rosebery,85 Dalmeny Avenue,ROSEBERY,NSW,2018,LDC,41,M,M,M,M,M,M,M,M,07:00,18:00,-33.91537867,151.20954917
Kinburra Preschool,Unit 7 20-22 Kincumber Street,KINCUMBER,NSW,2251,PKS,40,X,X,X,X,X,X,X,X,08:00,15:30,-33.46676589,151.3818464
Kincumber Preschool Kindergarten,86 Melville Street,KINCUMBER,NSW,2251,LDC,27,M,X,X,X,M,M,M,M,07:30,18:00,-33.47338527,151.4022987
Kinda Kapers Adamstown,5 Buxton Street,ADAMSTOWN,NSW,2289,LDC,44,M,M,M,M,M,M,M,M,07:30,18:00,-32.93555354,151.73084443
Kinda Kapers Long Day Care,28 Tiral Street,CHARLESTOWN,NSW,2290,LDC,33,M,M,M,M,M,M,M,M,07:30,18:00,-32.97066885,151.69825007
Milestones Early Learning Kellyville North,97 James Mileham Drive,KELLYVILLE,NSW,2155,LDC,40,M,M,M,M,M,M,M,M,07:30,18:00,-33.69991921,150.95939098
Kindaburra Childrens Centre,1 Jersey Lane,MATRAVILLE,NSW,2036,LDC,105,W,W,W,M,M,M,M,W,06:30,18:30,-33.95480558,151.23061494
Kindalin Early Childhood Learning Centre - West Pennant Hills,1 Glenhope Rd,WEST PENNANT HILLS,NSW,2125,LDC,58,M,M,M,M,M,M,M,M,07:30,18:00,-33.73691439,151.03088494
Kindalin Early Childhood Learning Centre - Castle Hill,10 Hudson Avenue,CASTLE HILL,NSW,2154,LDC,110,X,X,M,M,X,X,X,X,07:30,18:30,-33.73146818,150.97337733
