name,address,suburb,state,postcode,type,places,rating,qa1,qa2,qa3,qa4,qa5,qa6,qa7,start_time,end_time,latitude,longitude
LITTLE STAR EARLY LEARNING CENTRE,123 Dora St,HURSTVILLE,NSW,2220,LDC,40,M,M,M,M,M,M,M,M,07:00,18:00,-33.96057351,151.09718095
Where We Grow ELC Narre Warren,36 Tinks Rd,NARRE WARREN,VIC,3805,LDC,95,M,M,M,M,M,M,M,M,06:30,18:30,-38.00902101,145.29176885
Eden Academy Huntfield Heights,19 Lindisfarne Rd,HUNTFIELD HEIGHTS,SA,5163,LDC,75,M,M,M,M,M,M,M,M,07:00,18:00,-35.15085534,138.51521076
Camp Australia - Good Shepherd Catholic Primary School - Kelmscott OSHC,15 Arbuthnot St,KELMSCOTT,WA,6111,OSHC_A;OSHC_B,50,M,M,M,M,M,M,M,M,06:30,18:00,-32.12560369,116.02626707
Morisset OOSH & VC,"Morisset Public School, 6 Terrigal St",MORISSET,NSW,2264,OSHC_A;OSHC_B;OSHC_V,30,M,M,M,M,M,M,M,M,06:30,18:00,-33.10315634,151.48956701
Salt Ash OOSH & VC,4 Salt Ash Ave,SALT ASH,NSW,2318,OSHC_A;OSHC_B;OSHC_V,30,M,M,M,M,M,M,M,M,06:30,18:00,-32.78780866,151.9036763
TeamKids - Brunswick North Primary,Pearson St,BRUNSWICK WEST,VIC,3055,OSHC_A;OSHC_B;OSHC_V,124,M,M,M,M,M,M,M,M,07:00,18:30,-37.76938794,144.94848253
Capers Early Learning Nambour,47 Image Flat Road,NAMBOUR,QLD,4560,LDC,90,M,M,M,M,M,M,M,M,06:30,18:30,-26.61450291,152.94652587
Estella Public School NSW TheirCare,Estella Rd,ESTELLA,NSW,2650,OSHC_A;OSHC_B;OSHC_V,88,M,M,M,M,M,M,M,M,07:00,18:00,-35.06796058,147.35031579
St Mary's Outside School Hours Care Charleville,66 Watson Street,CHARLEVILLE,QLD,4470,OSHC_A;OSHC_B;OSHC_V,45,W,W,M,M,W,W,M,W,06:30,18:00,-26.40383129,146.24368358
Pinnacle Early Education,24 Auburn Rd,BERALA,NSW,2141,LDC,36,M,M,M,M,M,M,M,M,07:00,18:00,-33.86877258,151.0286485
PCYC- Out Of School Hours North Wagga,"North Wagga Public School, 54 Hampden Ave",NORTH WAGGA WAGGA,NSW,2650,OSHC_A;OSHC_B,42,M,M,M,M,M,M,M,M,07:00,18:00,-35.0962093,147.37948691
Songbirds Early Learning Pimpama,1 Dandaloo Ct,PIMPAMA,QLD,4209,LDC;OSHC_A,146,M,M,M,M,M,M,M,M,06:30,18:30,-27.80282683,153.2677293
TeamKids - Courtenay Gardens Primary,35 Rosebank Dr,CRANBOURNE NORTH,VIC,3977,OSHC_A;OSHC_B;OSHC_V,80,M,M,M,M,M,X,M,X,06:30,18:30,-38.0797517,145.28397426
Eden Academy Newton,2-10 Hamilton Tce,NEWTON,SA,5074,LDC,112,M,M,M,M,M,M,M,M,07:00,18:00,-34.87703501,138.68931855
Kelly Club OSHC Eynesbury Primary School,750 Eynesbury Rd,EYNESBURY,VIC,3338,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:00,-37.79068832,144.54841419
Harmony Early Education Bahrs Scrub,5 Bahrs Scrub Road,BAHRS SCRUB,QLD,4207,LDC,125,M,M,M,M,M,M,M,M,06:30,18:30,-27.74253909,153.18811481
Ruby and Ollie's All Abilities Childcare,"Beenleigh Special School, 52-74 Mount Warren Bvd",MOUNT WARREN PARK,QLD,4207,OSHC_A;OSHC_B;OSHC_V,25,W,W,M,W,M,M,M,M,06:30,18:00,-27.723991,153.20078226
TeamKids - St Thomas More's Primary,24 White Crescent,CAMPBELL,ACT,2612,OSHC_A;OSHC_B;OSHC_V,99,X,X,M,X,M,X,X,M,07:00,18:00,-35.28718436,149.1555913
TeamKids - St Benedict's Primary,10 Tallara Parkway,NARRABUNDAH,ACT,2604,OSHC_A;OSHC_B;OSHC_V,80,X,X,M,X,X,X,X,M,07:30,18:00,-35.33441733,149.14849256
Scallywaggs Skoolz OSHC The Oaks,5 Burragorang St,THE OAKS,NSW,2570,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,06:30,18:30,-34.07837552,150.57171498
Only Early Learning Centre Rouse Hill,Unit 201 1 Capital Pl,ROUSE HILL,NSW,2155,LDC,133,M,M,M,M,M,M,M,M,06:30,18:30,-33.67361039,150.91287913
C&K Robinson Road Childcare Centre,385-389 Robinson Road West,GEEBUNG,QLD,4034,LDC,105,M,M,M,M,M,M,M,M,07:00,18:15,-27.36707956,153.04065854
South Geelong PS TheirCare,"South Geelong Primary School, 200 Yarra St",GEELONG,VIC,3220,OSHC_A;OSHC_B;OSHC_V,51,M,M,M,M,M,M,M,M,06:30,18:30,-38.15668276,144.35897931
Mickleham North Community Centre,82-90 St Georges Bvd,MICKLEHAM,VIC,3064,PKS,187,M,M,M,M,M,M,M,M,08:00,17:00,-37.52807887,144.9071972
PANDA EARLY LEARNING CENTRE,1 Cushing Rd,ALKIMOS,WA,6038,LDC;OSHC_A;OSHC_B;OSHC_V,71,M,M,M,M,M,M,M,M,06:30,18:00,-31.60160985,115.69267749
PCYC- Out Of School Hours Cowra,"Mulyan Public School, 92-96 Lachlan St",COWRA,NSW,2794,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,M,06:30,18:00,-33.82251997,148.68899762
Happy Feet Drysdale,118-120 High St,DRYSDALE,VIC,3222,LDC,126,M,M,M,M,M,M,M,M,06:30,18:30,-38.17864003,144.56023774
Jigsaw OOSH Galungara Pty Ltd,95 Farmland Drive,SCHOFIELDS,NSW,2762,OSHC_A;OSHC_B;OSHC_V,195,M,X,X,M,M,M,M,X,06:30,18:30,-33.70150223,150.87993587
Camp Australia - Cabramatta Public School OSHC,"Cabramatta Public School, Levuka Street",CABRAMATTA,NSW,2166,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:00,-33.89570579,150.94383708
Little Learning Garden,175 The Entrance Rd,ERINA,NSW,2250,LDC;PKS,42,M,M,M,M,M,M,M,M,08:00,17:30,-33.43803924,151.38179404
Ferny Creek PS TheirCare,"Ferny Creek Primary School, 34 School Rd",FERNY CREEK,VIC,3786,OSHC_A;OSHC_B,40,M,M,M,M,M,M,M,M,07:00,18:00,-37.88421246,145.33472497
The After School Klub The Entrance,"The Entrance Public School, 80 Oakland Ave",THE ENTRANCE,NSW,2261,OSHC_A;OSHC_B,35,M,M,M,M,M,M,M,M,06:30,18:00,-33.34664615,151.49299933
St John's PS Scarborough TheirCare,"St Johns School, 21 Lalor St",SCARBOROUGH,WA,6019,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,07:00,18:00,-31.89332082,115.76634124
Active OOSH Kingscliff,"Kingscliff Public School, 2 Orient St",KINGSCLIFF,NSW,2487,OSHC_A;OSHC_B,90,M,M,M,M,M,M,M,M,07:00,18:30,-28.25954367,153.57949017
Expeditions Early Learning Journey,1 Inverness Street,UNDERWOOD,QLD,4119,LDC,154,M,M,M,M,M,M,M,M,06:30,18:30,-27.60226449,153.1045125
Community Kids Haven Ardeer,697-703 Ballarat Rd,ARDEER,VIC,3022,LDC;OSHC_A;OSHC_B;OSHC_V;PKS,96,M,M,M,M,M,M,M,M,06:30,18:30,-37.77361068,144.8022334
Active OOSH Terranora,"Terranora Public School, 650 Terranora Rd",TERRANORA,NSW,2486,OSHC_A;OSHC_B;OSHC_V,68,M,M,M,M,M,M,M,M,06:30,18:30,-28.24033419,153.499323
St Philip Neri School TheirCare,67 Baringa Rd,NORTHBRIDGE,NSW,2063,OSHC_A,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.81212421,151.21467824
Nurruby Boggabri Early Learning Facility,4 Brent St,BOGGABRI,NSW,2382,LDC;OSHC_A;OSHC_V,32,M,M,M,M,M,M,M,M,07:45,18:00,-30.70479215,150.0429617
Creswick Primary School OSHC - Extend,"Creswick Primary School, 67 Napier St",CRESWICK,VIC,3363,OSHC_A;OSHC_B,25,M,M,M,M,M,M,M,M,07:00,18:00,-37.42372888,143.89164205
Marks Point OOSH,1 Findon St,MARKS POINT,NSW,2280,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,M,06:00,18:00,-33.05899082,151.64896649
St Nicholas Early Education Medowie,507 Medowie Rd,MEDOWIE,NSW,2318,LDC,104,M,M,M,M,M,M,M,M,06:30,18:00,-32.76318161,151.86437665
Kariong Before and After School Care,Langford Drive,KARIONG,NSW,2250,OSHC_A;OSHC_B;OSHC_V,95,M,M,M,M,M,M,M,M,06:30,18:30,-33.43908062,151.29558268
Camp Australia - Newington Public School OSHC,"Newington Public School, 49a Newington Bvd",NEWINGTON,NSW,2127,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,07:00,18:00,-33.8411367,151.05531051
St Albans Heights CommunityOSH,"St Albans Heights Primary, 1 Norwich St",ST ALBANS,VIC,3021,OSHC_A;OSHC_B,45,M,M,M,M,M,M,M,M,07:00,18:00,-37.7485547,144.80991788
Kids World Kindy Burwood,35a-35b Angelo St,BURWOOD,NSW,2134,LDC,80,M,M,M,M,M,M,M,M,07:30,18:00,-33.88656935,151.09895179
Whoosh Care Austral,"Austral Public School, 219 Edmondson Ave",AUSTRAL,NSW,2179,OSHC_A;OSHC_B,125,M,M,M,M,M,M,M,M,06:30,18:30,-33.92968606,150.81272514
Clare Valley Children's Centre Inc,Cnr Blyth Road & Elliot Street,CLARE,SA,5453,LDC,104,M,M,M,X,M,X,X,M,07:00,18:00,-33.82302844,138.59543471
Wentworthville  OSHClub,"Wentworthville Public School, Fullagar Road",WENTWORTHVILLE,NSW,2145,OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,M,M,06:30,18:30,-33.81454763,150.97897709
Narrabeen Lakes OSHClub,"Narrabeen Lakes Public School, 1299 Pittwater Road",NARRABEEN,NSW,2101,OSHC_A;OSHC_B;OSHC_V,80,M,M,M,M,M,M,M,M,07:00,18:00,-33.72039488,151.29736622
Beresford Road Activity Centre,74 Beresford Rd,GREYSTANES,NSW,2145,OSHC_A;OSHC_B;OSHC_V,105,M,M,M,M,M,M,M,M,06:30,18:30,-33.814846,150.94293044
Toongabbie West Activity Centre,83 Ballandella Road,TOONGABBIE,NSW,2146,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:30,-33.79255811,150.95722151
Goolwa Children's Centre,Brooking Street,GOOLWA,SA,5214,LDC,87,M,M,M,M,M,X,X,M,07:30,18:00,-35.50175707,138.78463817
"Ambrose School Age Care, St Anthony's, Girraween",216 Targo Road,GIRRAWEEN,NSW,2145,OSHC_A;OSHC_B;OSHC_V,109,M,M,M,M,M,M,M,M,06:30,18:30,-33.79212623,150.95027932
Active OOSH Banora Point,"Banora Point Public School, 97 Pioneer Parade",BANORA POINT,NSW,2486,OSHC_A;OSHC_B;OSHC_V,75,M,M,M,M,M,M,M,M,06:30,18:00,-28.22242493,153.54364464
Gymea Bay Care & Leisure Centre Inc.,"Gymea Bay Public School, 205a Gymea Bay Road",GYMEA BAY,NSW,2227,OSHC_A;OSHC_B;OSHC_V,180,M,M,M,M,M,M,M,M,07:00,18:00,-34.04699317,151.08282517
Kangaroo Island Children's Services - Kingscote,50 Buller Street,KINGSCOTE,SA,5223,LDC,66,M,M,M,M,M,M,M,M,08:00,18:00,-35.64992565,137.63532998
Bateau Bay Public School Before & After School Care,"Bateau Bay Primary School, 2a Waratah St",BATEAU BAY,NSW,2261,OSHC_A;OSHC_B;OSHC_V,124,M,M,M,M,M,M,M,M,06:30,18:00,-33.39177447,151.47609235
McKay Children’s Centre,7 Scott Street,PENOLA,SA,5277,LDC;OSHC_A;OSHC_B,65,X,X,M,M,X,X,X,X,07:30,17:30,-37.37989904,140.83244087
Torrens Valley Children's Centre,John Fisher Avenue,GUMERACHA,SA,5233,LDC,66,M,M,M,M,X,X,X,M,07:00,18:30,-34.82433647,138.88506805
Two Wells Community Children's Centre,27A Gawler Road,TWO WELLS,SA,5501,LDC,60,X,X,X,X,X,X,X,X,06:45,18:00,-34.5924118,138.518293
Sturt Street Community Child Care,221-239 Sturt Street,ADELAIDE,SA,5000,LDC,72,X,X,X,X,X,X,X,X,07:45,18:00,-34.93385353,138.59021154
Waikerie Children's Centre (LDC),16 Marks Street,WAIKERIE,SA,5330,LDC,55,X,M,X,X,X,X,X,X,07:45,17:45,-34.17809518,139.97885032
Abbotsford Community Centre,"Abbotsford Public School, 350 Great North Rd",ABBOTSFORD,NSW,2046,OSHC_A;OSHC_B;OSHC_V,150,X,M,M,X,X,X,X,M,07:00,18:30,-33.85259159,151.13035496
Annandale North Out of School Hours Care Association,"Annandale North Public School, 206 Johnston Street",ANNANDALE,NSW,2038,OSHC_A;OSHC_B;OSHC_V,150,M,M,M,M,M,M,M,M,07:30,18:00,-33.8779409,151.17180236
Uniting Mawarra Outside School Hours Care Elderslie,"Mawarra Public School, Macarthur Road",ELDERSLIE,NSW,2570,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:30,-34.05522105,150.70813257
Uniting Outside School Hours Care Currans Hill,"Currans Hill Public School, 10 Tramway Drive",CURRANS HILL,NSW,2567,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:30,-34.04788391,150.76929453
Young Giants Alfords Point,"Alfords Point Public School, 2c Brushwood Dr",ALFORDS POINT,NSW,2234,OSHC_A;OSHC_B;OSHC_V,30,M,M,M,M,M,M,M,M,07:00,18:30,-33.99240832,151.0239906
Bronte Activity Centre Incorporated,Cnr Hewlett Street and Murray Street,BRONTE,NSW,2024,OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,M,M,07:15,18:00,-33.90111692,151.26202989
Explore & Develop Narraweena OSHC,"Narraweena Public School, 78 McIntosh Road",NARRAWEENA,NSW,2099,OSHC_A;OSHC_B;OSHC_V,105,X,X,X,M,M,X,X,M,07:00,18:00,-33.7492026,151.27362143
Nakara School Council After School Hours Care,35 Nakara Tce,NAKARA,NT,0810,OSHC_A;OSHC_V,150,W,M,M,M,M,M,M,W,07:30,17:55,-12.37009214,130.87777055
Camp Australia - Moil Primary School OSHC,37 Lanyon Terrace,MOIL,NT,0810,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,07:30,18:00,-12.3880529,130.8805781
Larrakeyah OSHC,"Larrakeyah Primary School, 3 Packard Street",LARRAKEYAH,NT,0820,OSHC_A;OSHC_V,126,W,W,W,W,M,M,W,W,07:45,17:45,-12.45739161,130.82949382
St Nicholas OOSH Edgeworth,"St Benedict's School Hall, 839 Main Road",EDGEWORTH,NSW,2285,OSHC_A;OSHC_B;OSHC_V,80,M,M,M,M,M,M,M,M,06:30,18:00,-32.92270244,151.61218846
TeamKids - Botany Public School,"Botany Public School, 1076 Botany Road",BOTANY,NSW,2019,OSHC_A;OSHC_B;OSHC_V,100,M,M,M,M,M,M,M,M,07:00,18:00,-33.94247116,151.19491965
Star Club Pagewood Public School,"Pagewood Public School, 60 Page Street",PAGEWOOD,NSW,2035,OSHC_A;OSHC_B;OSHC_V,120,X,X,M,M,X,X,X,X,07:00,18:00,-33.94130236,151.21497926
Salty Kids Pty Ltd,"Bogangar Public School, Tweed Coast Road",BOGANGAR,NSW,2488,OSHC_A;OSHC_B;OSHC_V,70,M,M,M,M,M,M,M,M,07:00,18:00,-28.33814402,153.57204433
Waitara Before & After School Care Inc,68 Edgeworth David Ave,WAHROONGA,NSW,2076,OSHC_A;OSHC_B;OSHC_V,330,M,M,M,M,M,M,M,M,07:00,18:30,-33.70774573,151.11322054
Rooty Hill Outside Of School Hours Care Centre Inc,113 Rooty Hill Road North,ROOTY HILL,NSW,2766,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,M,06:15,18:30,-33.76645859,150.83945988
KIDS' EARLY LEARNING MARAYONG SOUTH OSHC,"Marayong South Public School, 64 McClean Street",BLACKTOWN,NSW,2148,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,07:00,18:00,-33.75902052,150.88649649
Gwandalan Outside School Hours Care Inc,"Gwandalan Public School Hall,, Kanangra Drive",GWANDALAN,NSW,2259,OSHC_A;OSHC_B;OSHC_V,54,M,M,M,M,M,M,M,M,07:00,18:00,-33.13534704,151.58233632
Camp Australia - Dundas Public School OSHC,85 Kissing Point Road,DUNDAS,NSW,2117,OSHC_A;OSHC_B;OSHC_V,75,W,W,W,W,M,M,M,M,07:00,18:00,-33.80443457,151.03638091
King St Kids OOSH Berowra,41-45 Berowra Waters Road,BEROWRA,NSW,2082,OSHC_A;OSHC_B,92,M,M,M,M,M,M,M,M,07:00,18:00,-33.62118761,151.14729705
St Bishoy Vacation Care,53-59 Methven Street,MOUNT DRUITT,NSW,2770,OSHC_V,64,M,M,M,M,M,M,M,M,07:30,17:30,-33.76220696,150.82735688
New Lambton District OOSH Inc,"New Lambton South Public School, St James Road",NEW LAMBTON,NSW,2305,OSHC_A;OSHC_B,195,M,M,M,M,M,M,M,M,06:45,18:00,-32.93161998,151.71731761
Eleebana And Community Outside School Hours Care,70 Ian Street,ELEEBANA,NSW,2282,OSHC_A;OSHC_B,195,X,X,X,X,X,X,X,X,06:30,18:00,-32.9904858,151.64260868
Artarmon OOSH Services,18 Broughton Road,ARTARMON,NSW,2064,OSHC_A;OSHC_V,80,M,M,M,M,M,M,M,M,08:00,18:00,-33.81114179,151.18155883
Girraween Primary School Outside School Hours Care,25 Carruth Road,GIRRAWEEN,NT,0835,OSHC_A;OSHC_B;OSHC_V,145,X,X,X,M,M,X,X,M,06:30,18:00,-12.52222666,131.10246923
Campbelltown City Outside School Hours Care,40 Broughton Street,CAMPBELLTOWN,NSW,2560,OSHC_A;OSHC_B;OSHC_V,60,X,X,X,M,M,X,X,M,06:30,18:30,-34.06504079,150.81879326
Raby Outside School Hours Care,Sunderland Drive,RABY,NSW,2566,OSHC_A;OSHC_B,45,X,X,X,X,X,X,X,X,06:30,18:30,-34.01917212,150.81697703
Camp Australia - Good Shepherd Lutheran College Palmerston Campus OSHC,Corner Temple Terrace and Emery Avenue,GRAY,NT,0830,OSHC_A;OSHC_B;OSHC_V,40,M,M,M,M,M,M,M,M,07:00,18:00,-12.49308474,130.97575145
Sylvania Heights Before and After School Activity Centre Inc,"33 Lisbon St, Sylvania Heights Public School",SYLVANIA,NSW,2224,OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,M,M,07:00,18:00,-34.01340566,151.0973237
YMCA of the Northern Territory Driver OSHC,37 Driver Avenue,DRIVER,NT,0830,OSHC_A;OSHC_V,105,W,W,M,M,M,M,M,M,06:00,18:00,-12.48554998,130.97517799
Wideview Out of School Hours Care,"Wideview Public School, Wideview Road",BEROWRA HEIGHTS,NSW,2082,OSHC_A;OSHC_B;OSHC_V,145,M,M,M,M,M,M,M,M,06:30,18:30,-33.61098624,151.14272445
Bundeena Public School TheirCare,"Bundeena Public School, 48R Scarborough St",BUNDEENA,NSW,2230,OSHC_A;OSHC_B;OSHC_V,73,M,M,M,M,M,M,M,M,07:00,18:30,-34.08681738,151.15240882
Wilberforce Out of School Hours Care,8 Macquarie Road,WILBERFORCE,NSW,2756,OSHC_A;OSHC_B;OSHC_V,40,X,X,M,M,X,X,X,X,07:00,18:30,-33.55859241,150.83898854
Lindfield East Before and After School Care,"Lindfield East Public School, 90 Tryon Road",LINDFIELD,NSW,2070,OSHC_A;OSHC_B;OSHC_V,85,M,M,M,M,M,M,M,M,07:15,18:15,-33.7674159,151.18427754
Rainbow Lennox Head OOSHC,"Lennox Head Public School, Byron Street",LENNOX HEAD,NSW,2478,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,X,07:00,18:30,-28.79386761,153.59338093
Centipede at Glebe School Inc,"Glebe Public School, 9-25 Derwent Street",GLEBE,NSW,2037,OSHC_A;OSHC_B;OSHC_V,110,M,M,M,M,X,X,X,M,07:30,18:00,-33.88358339,151.19095033
TeamKids - Kegworth Public School,"Kegworth Public School, 60 Tebbutt Street",LEICHHARDT,NSW,2040,OSHC_A;OSHC_B;OSHC_V,140,M,M,M,M,M,M,M,M,07:00,18:00,-33.88652726,151.14691512
"Ambrose School Age Care, Our Lady Of Lourdes, Seven Hills",7 Grantham Road,SEVEN HILLS,NSW,2147,OSHC_A;OSHC_B;OSHC_V,150,M,M,M,M,M,M,M,M,06:30,18:00,-33.77837756,150.93344605
Nuriootpa Community Children's Centre,14 Park Avenue,NURIOOTPA,SA,5355,LDC,57,M,M,M,M,X,M,X,M,08:00,18:00,-34.47156969,138.99765403
Precious Cargo Lockleys,390 Henley Beach Road,LOCKLEYS,SA,5032,LDC,106,M,M,M,M,M,M,M,M,06:30,18:00,-34.92693251,138.53534675
Gardeners Road OSHCLUB,"Gardeners Road Public School, 847 Botany Road",ROSEBERY,NSW,2018,OSHC_A;OSHC_B;OSHC_V,119,M,M,M,M,M,M,M,M,07:00,18:00,-33.92081725,151.19804438
Yankalilla Community Children's Centre,208-210 Main South Road,YANKALILLA,SA,5203,LDC,65,X,X,X,X,X,X,X,X,,,-35.4538881,138.33206661
KIDS COTTAGE MIDDLE HARBOUR,"Middle Harbour Public School, 8 Hale Road",MOSMAN,NSW,2088,OSHC_A;OSHC_B;OSHC_V,230,M,M,M,M,M,M,M,M,07:00,19:00,-33.82279342,151.23251243
Jenny's Early Learning Centre - Strathfieldsaye,38 Regent St,STRATHFIELDSAYE,VIC,3551,LDC,137,X,X,X,X,X,X,X,X,06:30,18:30,-36.81160417,144.34781721
Durack School Outside School Hours Care,"Durack Primary School, 50 Woodlake Boulevard",DURACK,NT,0830,OSHC_A;OSHC_B;OSHC_V,140,M,M,M,M,M,M,M,M,06:30,17:45,-12.47584424,130.97402888
Romp And Stomp OSHC,7 O'Sullivan Place,GOULBURN,NSW,2580,OSHC_A;OSHC_V,60,W,M,W,M,M,M,M,W,06:30,18:30,-34.72824408,149.74344318
GWC Kingsford OSHC,"St Spyridon Greek Orthodox School, 80 Gardeners Road",KINGSFORD,NSW,2032,OSHC_A;OSHC_V,70,M,M,M,M,M,M,M,M,08:00,18:30,-33.92541448,151.22169931
Bulsho Family Day Care Pty Ltd,28 Laurel Cres,CAMPBELLFIELD,VIC,3061,FDC,,M,M,M,M,M,M,M,M,06:00,19:00,-37.67402928,144.96367279
Katherine South Primary School OSHC,Riverbank Drive,KATHERINE,NT,0850,OSHC_A;OSHC_V,80,W,W,W,M,W,M,W,W,07:30,17:45,-14.47027007,132.25623589
Child Australia Berry Springs OSHC,1150 Cox Peninsular Road,BERRY SPRINGS,NT,0838,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,07:00,18:00,-12.71653664,130.98647088
Children First - Orana Heights Outside of School Hours,"Orana Heights Public School, 1 Oak Street",DUBBO,NSW,2830,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:00,18:00,-32.2541274,148.62715004
Jannali East Public School TheirCare,500 Box Rd,JANNALI,NSW,2226,OSHC_A;OSHC_B;OSHC_V,75,M,M,M,M,M,M,M,M,06:30,18:00,-34.01915551,151.07230781
The Essington OSHC,Chapman Road,NIGHTCLIFF,NT,0810,OSHC_A;OSHC_V,100,M,M,M,M,M,M,M,M,12:00,,-12.38414283,130.85613928
Active Kids After School Care,2 Dawson Street,LISMORE,NSW,2480,OSHC_A;OSHC_B;OSHC_V,95,M,M,M,M,M,M,M,M,06:45,18:00,-28.8087414,153.28145893
Holy Family After School Care,Calytrix Road,KARAMA,NT,0812,OSHC_A;OSHC_V,90,M,M,M,M,M,M,M,M,14:30,17:45,-12.39564403,130.91014537
St Francis of Assisi After School Care,Challoner Circuit,HUMPTY DOO,NT,0836,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,07:00,17:45,-12.5749722,131.10212635
St Mary's Outside School Hours Care,Lindsay Street,DARWIN,NT,0800,OSHC_A;OSHC_B;OSHC_V,75,M,M,M,M,M,M,M,M,07:00,17:45,-12.46021515,130.83937084
Sacred Heart Catholic School Outside School Hours Care,34 Emery Avenue,WOODROFFE,NT,0830,OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,M,M,07:00,17:30,-12.49580716,130.979414
Cardiff OOSH & Vacation Care,"Cardiff Public School, Macquarie Road",CARDIFF,NSW,2285,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,06:30,18:00,-32.94028392,151.65745094
Leanyer Primary School OSHC,114 Leanyer Drive,LEANYER,NT,0812,OSHC_A;OSHC_B;OSHC_V,174,W,M,W,M,M,M,M,W,06:30,17:30,-12.37483537,130.89980003
Henschke Out of School Hours Care Incorporated,"Henschke Community Hall, 103 Fernleigh Road",WAGGA WAGGA,NSW,2650,OSHC_A;OSHC_B;OSHC_V,121,M,M,M,M,M,M,M,M,07:00,18:00,-35.13116824,147.35203431
St Paul's Primary School Combined OSHC,41 Francis Street,NIGHTCLIFF,NT,0810,OSHC_A;OSHC_V,75,M,M,M,M,M,M,M,M,07:30,17:30,-12.3869443,130.85817271
Holy Spirit School OSHC,Gsell Street,WANGURI,NT,0810,OSHC_A;OSHC_B;OSHC_V,100,M,M,M,M,M,M,M,M,07:00,17:30,-12.37560469,130.88523501
Moulden Park OSHC,95 Bonson Terrace,MOULDEN,NT,0830,OSHC_A;OSHC_B;OSHC_V,55,M,M,M,M,M,M,M,M,07:00,17:30,-12.50565268,130.97145532
Bees Creek Outside School Hours Care,"Bees Creek Primary School, Lot 3940 Sattler Crescent",BEES CREEK,NT,0835,OSHC_A;OSHC_V,105,M,M,M,M,M,M,M,M,07:00,18:00,-12.49181082,131.05207655
"Camp Australia - Good Shepherd Lutheran College St Andrews Campus, Leanyer OSHC",94 Leanyer Drive,LEANYER,NT,0812,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,M,07:00,18:00,-12.37388033,130.89906695
Noiseworks OOSH Inc,"Warrimoo Centre, 72 Old Bathurst Road",BLAXLAND EAST,NSW,2774,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:00,18:30,-33.74620353,150.62477064
Kurri Kurri OOSH & Vacation Care,112 Lang Street,KURRI KURRI,NSW,2327,OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,X,M,06:30,18:30,-32.8173333,151.48417632
St Nicholas OOSH Lambton,"St John's Primary School, 69A Dickson Street",LAMBTON,NSW,2299,OSHC_A;OSHC_B,60,M,M,M,M,M,M,M,M,07:00,18:00,-32.91022147,151.70599959
Clovelly Out of School Care,1 Arden Street,WAVERLEY,NSW,2024,OSHC_A;OSHC_B;OSHC_V,258,M,X,M,M,X,X,M,M,07:00,18:00,-33.90729884,151.2596919
SPCC Saints Academy - Port Stephens,"St Philip's Christian College, 182 Salamander Way",SALAMANDER BAY,NSW,2317,OSHC_A;OSHC_V,50,M,M,M,M,M,M,M,M,07:30,18:00,-32.73927458,152.1097588
Ruse Out of School Hours Care,163 Junction Road,RUSE,NSW,2560,OSHC_A;OSHC_B;OSHC_V,30,M,M,M,M,M,M,M,M,07:00,18:00,-34.06854527,150.84233465
Berkeley Vale Public School P & C Association Before & After School Care,6 Pindarri Ave,BERKELEY VALE,NSW,2261,OSHC_A;OSHC_B;OSHC_V,95,W,M,W,M,M,M,M,W,06:30,18:30,-33.3505088,151.43586467
Knox Central Primary School OSHC,39 Darwin Rd,BORONIA,VIC,3155,OSHC_A;OSHC_B,15,,,,,,,,,07:00,18:00,-37.86106646,145.2549595
